Analyzer,Year,PhotoID,Grid.ID,Depth,Replicate,Grid.No,Grid.Area.cm,Area.Covered.cm,SpeciesID,Species.Count,Org.Area.cm,Notes,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(14),3_3_14,300,3,14,82.984,35.937,branched_bryozoan_sp,2,0.457,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(14),3_3_14,300,3,14,82.984,35.937,encrusting_bryozoan_sp,2,5.901,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(15),3_3_14,300,3,14,82.984,35.937,Pododesmus_macrochisma,1,0.417,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(15),3_3_15,300,3,15,53.832,20.490,calcareous_tubeworm,4,0.958,grid hanging off plate,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(15),3_3_15,300,3,15,53.832,20.490,Pododesmus_macrochisma,1,3.086,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(15),3_3_15,300,3,15,53.832,20.490,encrusting_bryozoan_sp,3,1.172,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(15),3_3_15,300,3,15,53.832,20.490,polychaete_sp,4,3.107,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(16),3_3_15,300,3,15,53.832,20.490,branched_bryozoan_sp,1,0.340,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(16),3_3_16,300,3,16,68.414,34.923,Pododesmus_macrochisma,1,4.129,grid hanging off plate,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(16),3_3_16,300,3,16,68.414,34.923,polychaete_sp,4,3.584,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(16),3_3_16,300,3,16,68.414,34.923,branched_bryozoan_sp,6,0.957,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(16),3_3_16,300,3,16,68.414,34.923,encrusting_bryozoan_sp,3,0.672,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(16),3_3_16,300,3,16,68.414,34.923,calcareous_tubeworm,3,0.448,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(17b),3_3_17,300,3,17,80.89,34.977,polychaete_sp,5,7.305,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(17b),3_3_17,300,3,17,80.89,34.977,calcareous_tubeworm,7,1.453,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(17b),3_3_17,300,3,17,80.89,34.977,branched_bryozoan_sp,7,1.230,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(17b),3_3_17,300,3,17,80.89,34.977,encrusting_bryozoan_sp,3,3.165,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(17b),3_3_17,300,3,17,80.89,34.977,spirobis_sp,2,0.117,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(18),3_3_18,300,3,18,77.25,34.060,calcareous_tubeworm,10,3.015,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(18),3_3_18,300,3,18,77.25,34.060,polychaete_sp,4,3.943,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(18),3_3_18,300,3,18,77.25,34.060,branched_bryozoan_sp,5,0.672,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(18),3_3_18,300,3,18,77.25,34.060,encrusting_bryozoan_sp,5,2.673,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(18),3_3_18,300,3,18,77.25,34.060,spirobis_sp,1,0.030,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(19),3_3_19,300,3,19,83.356,33.225,polychaete_sp,5,7.762,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(19),3_3_19,300,3,19,83.356,33.225,polychaete_sp,1,0.905,unknown worm ,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(19),3_3_19,300,3,19,83.356,33.225,calcareous_tubeworm,3,0.879,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(19),3_3_19,300,3,19,83.356,33.225,encrusting_bryozoan_sp,9,6.022,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(19),3_3_19,300,3,19,83.356,33.225,spirobis_sp,1,0.065,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(20),3_3_20,300,3,20,87.836,28.056,polychaete_sp,9,15.334,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(20),3_3_20,300,3,20,87.836,28.056,branched_bryozoan_sp,2,1.165,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(20),3_3_20,300,3,20,87.836,28.056,calcareous_tubeworm,5,0.968,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(20),3_3_20,300,3,20,87.836,28.056,Pododesmus_macrochisma,1,1.045,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(20),3_3_20,300,3,20,87.836,28.056,encrusting_bryozoan_sp,3,1.875,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(21),3_3_21,300,3,21,83.022,34.530,polychaete_sp,12,17.254,grid hangimg off plate,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(21),3_3_21,300,3,21,83.022,34.530,calcareous_tubeworm,8,2.973,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(21),3_3_21,300,3,21,83.022,34.530,encrusting_bryozoan_sp,3,0.743,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(21),3_3_21,300,3,21,83.022,34.530,Pododesmus_macrochisma,1,0.798,,,,,,,,,,,,,,,,,
Aakriti,2014,300ft_Year2_Rep3(21),3_3_21,300,3,21,83.022,34.530,Hiatella_arctica,1,0.132,,,,,,,,,,,,,,,,,
Aakriti,2017,3_3_1_b,3_1_1,300,1,1,74.545,29.418,calcareous_tubeworm,7,21.156,,,,,,,,,,,,,,,,,
Aakriti,2017,3_3_1_b,3_1_1,300,1,1,74.545,29.418,polychaete_sp,3,3.832,,,,,,,,,,,,,,,,,
Aakriti,2017,3_3_1_b,3_1_1,300,1,1,74.545,29.418,spirobis_sp,13,0.782,,,,,,,,,,,,,,,,,
Aakriti,2017,3_3_1_b,3_1_1,300,1,1,74.545,29.418,branched_bryozoan_sp,3,1.320,,,,,,,,,,,,,,,,,
Aakriti,2017,3_3_1_b,3_1_1,300,1,1,74.545,29.418,encrusting_bryozoan_sp,4,1.031,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_2_a,3_1_2,300,1,2,74.995,35.469,Pododesmus_macrochisma,1,8.157,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_2_a,3_1_2,300,1,2,74.995,35.469,polychaete_sp,3,3.884,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_2_a,3_1_2,300,1,2,74.995,35.469,calcareous_tubeworm,8,7.048,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_2_a,3_1_2,300,1,2,74.995,35.469,spirobis_sp,10,0.504,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_2_a,3_1_2,300,1,2,74.995,35.469,encrusting_bryozoan_sp,7,0.607,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_2_a,3_1_2,300,1,2,74.995,35.469,branched_bryozoan_sp,5,0.859,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_3_b,3_1_3,300,1,3,79.13,24.733,calcareous_tubeworm,9,4.338,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_3_b,3_1_3,300,1,3,79.13,24.733,branched_bryozoan_sp,7,3.309,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_3_b,3_1_3,300,1,3,79.13,24.733,spirobis_sp,21,0.829,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_3_b,3_1_3,300,1,3,79.13,24.733,encrusting_bryozoan_sp,2,0.805,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_4_a,3_1_4,300,1,4,72.714,36.484,Pododesmus_macrochisma,1,16.738,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_4_a,3_1_4,300,1,4,72.714,36.484,calcareous_tubeworm,11,4.239,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_4_a,3_1_4,300,1,4,72.714,36.484,polychaete_sp,8,3.298,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_4_a,3_1_4,300,1,4,72.714,36.484,branched_bryozoan_sp,3,0.838,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_4_a,3_1_4,300,1,4,72.714,36.484,encrusting_bryozoan_sp,3,1.099,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_4_a,3_1_4,300,1,4,72.714,36.484,spirobis_sp,28,1.183,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_5_a,3_1_5,300,1,5,64.084,19.938,Pododesmus_macrochisma,1,6.016,grid hanging off plate,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_5_a,3_1_5,300,1,5,64.084,19.938,calcareous_tubeworm,10,3.968,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_5_a,3_1_5,300,1,5,64.084,19.938,branched_bryozoan_sp,3,0.367,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_5_a,3_1_5,300,1,5,64.084,19.938,spirobis_sp,25,0.728,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_6_a,3_1_6,300,1,6,86.342,31.378,Pododesmus_macrochisma,1,8.732,grid hanging off plate,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_6_a,3_1_6,300,1,6,86.342,31.378,calcareous_tubeworm,13,7.614,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_6_a,3_1_6,300,1,6,86.342,31.378,spirobis_sp,24,1.157,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_6_a,3_1_6,300,1,6,86.342,31.378,branched_bryozoan_sp,4,0.708,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_6_a,3_1_6,300,1,6,86.342,31.378,encrusting_bryozoan_sp,5,0.459,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_7_a,3_1_7,300,1,7,40.135,11.388,calcareous_tubeworm,6,2.544,"grid hanging off plate, really small",,,,,,,,,,,,,,,,
Aakriti,2017,3_1_7_a,3_1_7,300,1,7,40.135,11.388,encrusting_bryozoan_sp,8,1.108,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_7_a,3_1_7,300,1,7,40.135,11.388,branched_bryozoan_sp,2,0.810,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_7_a,3_1_7,300,1,7,40.135,11.388,spirobis_sp,5,0.197,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_8_a,3_1_8,300,1,8,72.425,24.674,polychaete_sp,9,12.725,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_8_a,3_1_8,300,1,8,72.425,24.674,calcareous_tubeworm,9,2.744,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_8_a,3_1_8,300,1,8,72.425,24.674,branched_bryozoan_sp,2,0.853,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_8_a,3_1_8,300,1,8,72.425,24.674,spirobis_sp,11,0.637,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_9_a,3_1_9,300,1,9,73.033,30.496,polychaete_sp,7,5.795,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_9_a,3_1_9,300,1,9,73.033,30.496,polychaete_sp,1,0.551,"diff polychaete, not green",,,,,,,,,,,,,,,,
Aakriti,2017,3_1_9_a,3_1_9,300,1,9,73.033,30.496,calcareous_tubeworm,5,2.912,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_9_a,3_1_9,300,1,9,73.033,30.496,branched_bryozoan_sp,6,5.762,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_9_a,3_1_9,300,1,9,73.033,30.496,spirobis_sp,13,0.148,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_9_a,3_1_9,300,1,9,73.033,30.496,Strongylocentrotus_sp,1,0.782,half of the organism,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_9_a,3_1_9,300,1,9,73.033,30.496,encrusting_bryozoan_sp,5,0.333,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,Pododesmus_macrochisma,1,3.450,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,polychaete_sp,1,0.588,"diff polychaete, not green",,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,Strongylocentrotus_sp,1,0.547,half of the organism,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,calcareous_tubeworm,7,1.782,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,branched_bryozoan_sp,2,0.656,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,polychaete_sp,3,3.421,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,spirobis_sp,25,0.509,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_10_b,3_1_10,300,1,10,77.027,31.451,encrusting_bryozoan_sp,2,0.684,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_11_b,3_1_11,300,1,11,77.532,18.471,Pododesmus_macrochisma,1,6.480,grid with hole,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_11_b,3_1_11,300,1,11,77.532,18.471,calcareous_tubeworm,9,4.765,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_11_b,3_1_11,300,1,11,77.532,18.471,branched_bryozoan_sp,2,2.572,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_11_b,3_1_11,300,1,11,77.532,18.471,spirobis_sp,9,0.275,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_12_a,3_1_12,300,1,12,78.244,32.061,polychaete_sp,4,6.788,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_12_a,3_1_12,300,1,12,78.244,32.061,encrusting_bryozoan_sp,3,1.786,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_12_a,3_1_12,300,1,12,78.244,32.061,Pododesmus_macrochisma,2,4.931,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_12_a,3_1_12,300,1,12,78.244,32.061,calcareous_tubeworm,7,3.720,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_12_a,3_1_12,300,1,12,78.244,32.061,branched_bryozoan_sp,2,8.677,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_12_a,3_1_12,300,1,12,78.244,32.061,spirobis_sp,4,0.154,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_13_a,3_1_13,300,1,13,69.514,21.525,Pododesmus_macrochisma,2,2.855,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_13_a,3_1_13,300,1,13,69.514,21.525,polychaete_sp,8,11.612,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_13_a,3_1_13,300,1,13,69.514,21.525,calcareous_tubeworm,7,2.102,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_13_a,3_1_13,300,1,13,69.514,21.525,polychaete_sp,1,0.328,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_13_a,3_1_13,300,1,13,69.514,21.525,branched_bryozoan_sp,4,0.960,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_13_a,3_1_13,300,1,13,69.514,21.525,encrusting_bryozoan_sp,1,0.088,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_13_a,3_1_13,300,1,13,69.514,21.525,spirobis_sp,4,0.281,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_14_a,3_1_14,300,1,14,48.619,23.493,Pododesmus_macrochisma,2,6.411,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_14_a,3_1_14,300,1,14,48.619,23.493,polychaete_sp,2,4.731,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_14_a,3_1_14,300,1,14,48.619,23.493,calcareous_tubeworm,4,1.684,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_14_a,3_1_14,300,1,14,48.619,23.493,branched_bryozoan_sp,6,2.717,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_15_a,3_1_15,300,1,15,76.26,18.094,polychaete_sp,7,4.377,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_15_a,3_1_15,300,1,15,76.26,18.094,calcareous_tubeworm,3,1.561,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_15_a,3_1_15,300,1,15,76.26,18.094,branched_bryozoan_sp,1,0.672,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_15_a,3_1_15,300,1,15,76.26,18.094,spirobis_sp,3,0.108,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_15_a,3_1_15,300,1,15,76.26,18.094,encrusting_bryozoan_sp,6,1.096,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_16_a,3_1_16,300,1,16,82.431,21.739,polychaete_sp,6,4.701,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_16_a,3_1_16,300,1,16,82.431,21.739,branched_bryozoan_sp,5,0.890,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_16_a,3_1_16,300,1,16,82.431,21.739,encrusting_bryozoan_sp,2,0.055,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_16_a,3_1_16,300,1,16,82.431,21.739,calcareous_tubeworm,4,0.826,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_17_a,3_1_17,300,1,17,72.833,21.634,Pododesmus_macrochisma,1,1.171,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_17_a,3_1_17,300,1,17,72.833,21.634,polychaete_sp,7,4.912,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_17_a,3_1_17,300,1,17,72.833,21.634,calcareous_tubeworm,2,0.669,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_17_a,3_1_17,300,1,17,72.833,21.634,encrusting_bryozoan_sp,2,0.383,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_17_a,3_1_17,300,1,17,72.833,21.634,branched_bryozoan_sp,4,1.608,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_18_a,3_1_18,300,1,18,71.716,28.329,polychaete_sp,5,5.167,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_18_a,3_1_18,300,1,18,71.716,28.329,calcareous_tubeworm,8,1.738,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_18_a,3_1_18,300,1,18,71.716,28.329,branched_bryozoan_sp,3,1.920,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_18_a,3_1_18,300,1,18,71.716,28.329,encrusting_bryozoan_sp,5,0.803,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_19_a,3_1_19,300,1,19,88.94,34.998,Pododesmus_macrochisma,2,9.088,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_19_a,3_1_19,300,1,19,88.94,34.998,branched_bryozoan_sp,3,4.134,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_19_a,3_1_19,300,1,19,88.94,34.998,polychaete_sp,2,10.085,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_19_a,3_1_19,300,1,19,88.94,34.998,encrusting_bryozoan_sp,4,0.933,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_19_a,3_1_19,300,1,19,88.94,34.998,spirobis_sp,5,0.324,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_19_a,3_1_19,300,1,19,88.94,34.998,Hiatella_arctica,1,0.115,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_20_a,3_1_20,300,1,20,90.84,82.042,polychaete_sp,10,18.913,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_20_a,3_1_20,300,1,20,90.84,82.042,branched_bryozoan_sp,5,6.524,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_20_a,3_1_20,300,1,20,90.84,82.042,calcareous_tubeworm,6,2.888,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_21_a,3_1_21,300,1,21,68.287,27.171,polychaete_sp,8,16.816,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_21_a,3_1_21,300,1,21,68.287,27.171,branched_bryozoan_sp,3,3.487,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_21_a,3_1_21,300,1,21,68.287,27.171,calcareous_tubeworm,7,2.152,,,,,,,,,,,,,,,,,
Aakriti,2017,3_1_21_a,3_1_21,300,1,21,68.287,27.171,encrusting_bryozoan_sp,1,0.188,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8755,3_1_1,300,1,1,61.473,21.061,Pododesmus_macrochisma,1,18.582,anemone hanging off plate not measured,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8755,3_1_1,300,1,1,61.473,21.061,calcareous_tubeworm,13,0.446,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8755,3_1_1,300,1,1,61.473,21.061,Hiatella_arctica,1,0.496,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8755,3_1_1,300,1,1,61.473,21.061,spirobis_sp,12,0.238,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8755,3_1_1,300,1,1,61.473,21.061,polychaete_sp,2,0.807,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8755,3_1_1,300,1,1,61.473,21.061,encrusting_bryozoan_sp,7,0.321,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,anemone_sp,1,5.484,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,Crepidula,1,1.718,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,Pododesmus_macrochisma,2,17.496,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,polychaete_sp,5,5.531,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,calcareous_tubeworm,5,0.780,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,spirobis_sp,7,0.181,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,encrusting_bryozoan_sp,5,1.067,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8756,3_1_2,300,1,2,92.451,34.288,branched_bryozoan_sp,1,2.674,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8757,3_1_3,300,1,3,86.642,60.872,anemone_sp,1,36.519,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8757,3_1_3,300,1,3,86.642,60.872,Pododesmus_macrochisma,1,11.493,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8757,3_1_3,300,1,3,86.642,60.872,calcareous_tubeworm,3,0.546,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8757,3_1_3,300,1,3,86.642,60.872,polychaete_sp,1,1.351,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8757,3_1_3,300,1,3,86.642,60.872,spirobis_sp,6,0.203,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8757,3_1_3,300,1,3,86.642,60.872,encrusting_bryozoan_sp,3,0.232,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8757,3_1_3,300,1,3,86.642,60.872,Seaweed_sp,1,2.743,or diatoms,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8758,3_1_4,300,1,4,95.247,51.779,anemone_sp,1,13.064,orange,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8758,3_1_4,300,1,4,95.247,51.779,Metridium,1,26.526,white,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8758,3_1_4,300,1,4,95.247,51.779,calcareous_tubeworm,4,0.699,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8758,3_1_4,300,1,4,95.247,51.779,spirobis_sp,4,0.205,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8758,3_1_4,300,1,4,95.247,51.779,encrusting_bryozoan_sp,6,0.774,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8759,3_1_5,300,1,5,75.211,32.968,Metridium,0,3.961,already counted,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8759,3_1_5,300,1,5,75.211,32.968,Pododesmus_macrochisma,1,18.300,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8759,3_1_5,300,1,5,75.211,32.968,calcareous_tubeworm,5,3.502,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8759,3_1_5,300,1,5,75.211,32.968,spirobis_sp,5,1.634,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8759,3_1_5,300,1,5,75.211,32.968,polychaete_sp,1,0.672,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8760,3_1_6,300,1,6,75.413,35.940,Metridium,1,30.419,white,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8760,3_1_6,300,1,6,75.413,35.940,Pododesmus_macrochisma,1,3.039,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8760,3_1_6,300,1,6,75.413,35.940,calcareous_tubeworm,10,0.147,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8760,3_1_6,300,1,6,75.413,35.940,polychaete_sp,2,0.332,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8760,3_1_6,300,1,6,75.413,35.940,spirobis_sp,5,0.050,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8761,3_1_7,300,1,7,79.138,72.348,Metridium,0,72.073,white,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8762,3_1_8,300,1,8,74.378,19.950,polychaete_sp,4,4.488,anemone off grid not measured,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8762,3_1_8,300,1,8,74.378,19.950,calcareous_tubeworm,6,1.427,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8762,3_1_8,300,1,8,74.378,19.950,spirobis_sp,50,1.329,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8762,3_1_8,300,1,8,74.378,19.950,encrusting_bryozoan_sp,6,0.663,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8763,3_1_9,300,1,9,92.781,35.656,Pododesmus_macrochisma,2,17.217,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8763,3_1_9,300,1,9,92.781,35.656,polychaete_sp,2,4.839,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8763,3_1_9,300,1,9,92.781,35.656,calcareous_tubeworm,11,6.041,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8763,3_1_9,300,1,9,92.781,35.656,encrusting_bryozoan_sp,8,1.130,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8763,3_1_9,300,1,9,92.781,35.656,spirobis_sp,40,1.673,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8764,3_1_10,300,1,10,76.94,21.908,Pododesmus_macrochisma,1,5.340,,,,,,,,,,,,,,,,,
Aakriti,2022,DSCN8764,3_1_10,300,1,10,76.94,21.908,Crepidula,1,1.676,,,,,,,,,,,,,,,,,
